Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
371,Suzuki Alto,2018,101181,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,19,Pitabeddara,Sunday,Afternoon,0.8
372,Suzuki Alto,2019,20167,Brake,ABS Sensor Fault,Major,ABS Sensor,Order Required,Local,6,Kamburupitiya,Tuesday,Morning,3.1
373,Suzuki Alto,2015,105432,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,20,Kolonnawa,Wednesday,Evening,2.4
374,Suzuki Alto,2017,68514,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Authorized,15,Kamburupitiya,Sunday,Evening,2.1
375,Suzuki Alto,2019,76375,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,13,Athuraliya,Monday,Afternoon,3.3
376,Suzuki Alto,2020,60615,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Authorized,10,Mulatiyana,Saturday,Morning,2.2
377,Suzuki Alto,2022,15141,Suspension,Rim Bend,Major,Rim Repair,In Stock,Authorized,19,Dikwella,Sunday,Morning,2.3
378,Suzuki Alto,2012,104149,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,14,Hiththetiya,Friday,Afternoon,0.7
379,Suzuki Alto,2012,145126,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,2,Meddawatta,Sunday,Morning,1.4
380,Suzuki Alto,2019,28622,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,2,Dikwella,Thursday,Morning,3.1
381,Suzuki Alto,2013,58925,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,20,Borella,Tuesday,Morning,0.5
382,Suzuki Alto,2017,209912,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Local,8,Grandpass,Saturday,Afternoon,0.5
383,Suzuki Alto,2014,79604,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,15,Kirinda Puhulwella,Friday,Morning,1.3
384,Suzuki Alto,2016,109809,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,Order Required,Local,2,Matara,Sunday,Morning,5.0
385,Suzuki Alto,2020,55399,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,20,Pallimulla,Thursday,Evening,1.3
386,Suzuki Alto,2018,17265,AC,Compressor Noise,Major,Compressor,In Stock,Authorized,12,Thihagoda,Friday,Afternoon,9.3
387,Suzuki Alto,2022,16513,AC,Condenser Leak,Moderate,Condenser,Order Required,Authorized,9,Weligama,Sunday,Afternoon,3.3
388,Suzuki Alto,2011,168676,Body,Windshield Crack,Major,Windshield Glass,In Stock,Local,5,Ratmalana,Sunday,Afternoon,10.3
389,Suzuki Alto,2016,46296,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,17,Matara,Saturday,Morning,1.5
390,Suzuki Alto,2011,412210,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Local,25,Dikwella,Monday,Evening,1.1
391,Suzuki Alto,2017,46911,Electrical,Battery Drain,Moderate,Battery,In Stock,Local,4,Hakmana,Wednesday,Evening,0.7
392,Suzuki Alto,2011,182000,Electrical,Battery Drain,Minor,Battery,In Stock,Local,23,Nupe,Sunday,Evening,0.5
393,Suzuki Alto,2012,134299,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,14,Matara,Saturday,Morning,1.2
394,Suzuki Alto,2022,73985,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Authorized,15,Modara,Saturday,Evening,0.8
395,Suzuki Alto,2022,28859,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Authorized,19,Pallimulla,Monday,Afternoon,3.4
396,Suzuki Alto,2014,333389,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,2,Slave Island,Wednesday,Evening,0.7
397,Suzuki Alto,2013,132939,Engine,Radiator Cap Fault,Moderate,Radiator Cap,In Stock,Local,7,Thihagoda,Monday,Afternoon,0.7
398,Suzuki Alto,2013,219073,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,19,Kesbewa,Wednesday,Morning,0.8
399,Suzuki Alto,2022,25026,Suspension,Wheel Bearing Noise,Minor,Wheel Bearing,In Stock,Authorized,9,Devinuwara,Friday,Morning,1.7
400,Suzuki Alto,2016,122007,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,6,Welipitiya,Thursday,Afternoon,4.3
401,Suzuki Alto,2021,39983,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,24,Pitabeddara,Saturday,Afternoon,34.9
402,Suzuki Alto,2017,84304,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,3,Walgama,Monday,Morning,7.4
403,Suzuki Alto,2015,310732,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,14,Nupe,Sunday,Morning,1.0
404,Suzuki Alto,2012,69332,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,4,Welipitiya,Friday,Afternoon,61.9
405,Suzuki Alto,2022,29957,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,14,Akuressa,Sunday,Morning,0.5
406,Suzuki Alto,2020,141544,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,15,Dehiwala,Monday,Morning,0.5
407,Suzuki Alto,2017,45222,Engine,Hard Starting,Moderate,Starter Motor/Battery,Order Required,Local,23,Hiththetiya,Tuesday,Morning,0.9
408,Suzuki Alto,2019,98401,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,19,Maradana,Sunday,Evening,0.5
409,Suzuki Alto,2019,28404,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Authorized,17,Meddawatta,Tuesday,Morning,1.8
410,Suzuki Alto,2013,103355,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Local,23,Walgama,Saturday,Afternoon,2.3
411,Suzuki Alto,2013,63325,AC,Bad Smell,Moderate,Evaporator Cleaning,In Stock,Local,25,Nupe,Friday,Afternoon,0.8
412,Suzuki Alto,2019,184557,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,5,Nawimana,Thursday,Afternoon,0.5
413,Suzuki Alto,2021,44121,Engine,Blown Head Gasket,Moderate,Head Gasket Set,In Stock,Authorized,7,Dehiwala,Wednesday,Afternoon,19.3
414,Suzuki Alto,2018,94744,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,5,Pasgoda,Thursday,Morning,6.1
415,Suzuki Alto,2020,109644,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,23,Kotapola,Sunday,Afternoon,2.3
416,Suzuki Alto,2015,123591,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Local,14,Kesbewa,Sunday,Evening,0.5
417,Suzuki Alto,2018,27252,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,Order Required,Authorized,7,Havelock Town,Friday,Afternoon,1.7
418,Suzuki Alto,2019,30449,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,20,Athuraliya,Monday,Afternoon,1.7
419,Suzuki Alto,2015,138981,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,1,Walgama,Wednesday,Morning,4.5
420,Suzuki Alto,2011,61480,AC,Condenser Leak,Major,Condenser,In Stock,Local,14,Nawimana,Monday,Evening,6.1
421,Suzuki Alto,2019,66554,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,6,Havelock Town,Monday,Morning,0.7
422,Suzuki Alto,2014,372046,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Local,19,Thihagoda,Wednesday,Evening,2.4
423,Suzuki Alto,2013,134317,Brake,Brake Pad Wear,Moderate,Brake Pads,Order Required,Local,24,Ratmalana,Saturday,Evening,0.6
424,Suzuki Alto,2015,119366,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,3,Thihagoda,Wednesday,Afternoon,2.7
425,Suzuki Alto,2020,181369,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,13,Mulatiyana,Sunday,Morning,0.6
426,Suzuki Alto,2012,176734,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Authorized,19,Gandara,Wednesday,Afternoon,0.9
427,Suzuki Alto,2021,42144,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Authorized,9,Nawimana,Sunday,Morning,40.3
428,Suzuki Alto,2020,143173,Engine,Thermostat Stuck,Moderate,Thermostat Valve,Order Required,Local,2,Kollupitiya,Wednesday,Afternoon,5.3
429,Suzuki Alto,2022,21371,AC,Condenser Leak,Minor,Condenser,Order Required,Authorized,6,Malimbada,Wednesday,Evening,1.6
430,Suzuki Alto,2013,134259,AC,Compressor Noise,Major,Compressor,In Stock,Local,10,Ratmalana,Monday,Evening,11.5
431,Suzuki Alto,2012,107906,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,20,Dehiwala,Thursday,Afternoon,1.5
432,Suzuki Alto,2017,104694,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Authorized,19,Mulatiyana,Thursday,Evening,0.5
433,Suzuki Alto,2021,39603,Engine,Throttle Body Issue,Major,Throttle Body Cleaner,In Stock,Authorized,16,Paburana,Thursday,Afternoon,2.4
434,Suzuki Alto,2015,345920,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,9,Akuressa,Monday,Afternoon,2.8
435,Suzuki Alto,2014,170647,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Local,24,Kirulapone,Monday,Morning,0.5
436,Suzuki Alto,2018,105157,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,25,Pasgoda,Wednesday,Evening,1.6
437,Suzuki Alto,2012,573271,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,25,Matara,Saturday,Evening,0.5
438,Suzuki Alto,2022,22619,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,10,Kamburupitiya,Tuesday,Afternoon,5.1
439,Suzuki Alto,2016,95357,AC,Compressor Noise,Major,Compressor,In Stock,Local,4,Walgama,Monday,Evening,14.8
440,Suzuki Alto,2015,171033,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,18,Weligama,Saturday,Morning,0.5
441,Suzuki Alto,2015,135920,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,18,Ratmalana,Friday,Afternoon,0.8
442,Suzuki Alto,2020,14032,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Authorized,10,Paburana,Saturday,Evening,7.6
443,Suzuki Alto,2017,89018,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,20,Malimbada,Friday,Afternoon,2.6
444,Suzuki Alto,2017,45909,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,12,Kaduwela,Saturday,Evening,0.5
445,Suzuki Alto,2015,151152,Engine,Engine Knocking,Major,Engine Overhaul Kit,Order Required,Local,2,Seethawaka,Tuesday,Afternoon,48.2
446,Suzuki Alto,2021,34802,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,10,Athuraliya,Friday,Morning,1.7
447,Suzuki Alto,2016,140555,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Authorized,14,Kirinda Puhulwella,Thursday,Evening,1.0
448,Suzuki Alto,2011,89413,Engine,Radiator Cap Fault,Moderate,Radiator Cap,In Stock,Authorized,11,Weligama,Sunday,Morning,0.7
449,Suzuki Alto,2012,355195,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,20,Akuressa,Monday,Evening,0.5
450,Suzuki Alto,2015,110130,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,Order Required,Local,22,Akuressa,Sunday,Afternoon,7.0
451,Suzuki Alto,2022,13344,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Authorized,8,Matara,Wednesday,Afternoon,1.5
452,Suzuki Alto,2015,52323,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,11,Kotapola,Thursday,Afternoon,0.0
453,Suzuki Alto,2022,63814,Body,Rust Patch,Moderate,Tinkering/Painting,In Stock,Authorized,7,Kaduwela,Tuesday,Morning,8.0
454,Suzuki Alto,2020,57168,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,20,Athuraliya,Saturday,Evening,0.9
455,Suzuki Alto,2014,43791,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Local,16,Kamburupitiya,Wednesday,Evening,0.5
456,Suzuki Alto,2017,50695,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,10,Kotapola,Friday,Morning,0.5
457,Suzuki Alto,2019,12799,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Authorized,7,Kotapola,Thursday,Afternoon,1.3
458,Suzuki Alto,2015,44975,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Authorized,6,Dondra,Saturday,Evening,2.0
459,Suzuki Alto,2011,233662,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,13,Weligama,Saturday,Evening,2.2
460,Suzuki Alto,2019,42023,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,5,Kotapola,Tuesday,Afternoon,2.5
461,Suzuki Alto,2019,23685,Engine,Thermostat Stuck,Moderate,Thermostat Valve,Order Required,Local,25,Pallimulla,Monday,Evening,2.1
462,Suzuki Alto,2015,96326,Suspension,Bushings Worn,Minor,Suspension Bush Kit,Order Required,Local,19,Dikwella,Tuesday,Morning,1.2
463,Suzuki Alto,2014,114191,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Local,10,Paburana,Monday,Evening,0.5
464,Suzuki Alto,2013,159010,Electrical,Battery Drain,Minor,Battery,Order Required,Local,9,Gandara,Thursday,Afternoon,0.5
465,Suzuki Alto,2013,199560,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,10,Borella,Wednesday,Afternoon,0.5
466,Suzuki Alto,2019,92947,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,7,Meddawatta,Friday,Evening,1.1
467,Suzuki Alto,2015,280535,AC,Condenser Leak,Minor,Condenser,In Stock,Local,19,Thalalla,Saturday,Afternoon,1.1
468,Suzuki Alto,2016,247641,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Local,13,Hakmana,Thursday,Evening,0.5
469,Suzuki Alto,2019,49653,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Local,15,Akuressa,Saturday,Afternoon,1.7
470,Suzuki Alto,2022,21501,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Authorized,6,Kesbewa,Thursday,Evening,0.5
471,Suzuki Alto,2017,86154,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,8,Kotapola,Wednesday,Evening,6.0
472,Suzuki Alto,2018,21782,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,10,Devinuwara,Sunday,Afternoon,3.0
473,Suzuki Alto,2016,123757,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,23,Kaduwela,Saturday,Morning,25.1
474,Suzuki Alto,2013,61871,Engine,Radiator Fan Failure,Minor,Fan Motor,Order Required,Local,17,Bambalapitiya,Friday,Evening,1.7
475,Suzuki Alto,2017,114145,Brake,Brake Shoe Wear,Minor,Brake Shoes,Order Required,Authorized,14,Malimbada,Friday,Morning,0.8
476,Suzuki Alto,2011,185059,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,24,Pitabeddara,Sunday,Afternoon,33.7
477,Suzuki Alto,2020,165655,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,7,Kolonnawa,Friday,Evening,0.9
478,Suzuki Alto,2021,50395,AC,Compressor Noise,Moderate,Compressor,In Stock,Authorized,5,Akuressa,Thursday,Afternoon,4.4
479,Suzuki Alto,2015,289633,Electrical,Alternator Failure,Major,Alternator,Order Required,Local,13,Hakmana,Saturday,Evening,7.2
480,Suzuki Alto,2022,27039,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Authorized,15,Kamburupitiya,Tuesday,Morning,1.4
481,Suzuki Alto,2013,123093,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,22,Kirinda Puhulwella,Friday,Evening,30.1
482,Suzuki Alto,2020,69641,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,Order Required,Authorized,5,Seethawaka,Monday,Afternoon,0.8
483,Suzuki Alto,2011,487520,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Local,15,Ratmalana,Monday,Morning,1.2
484,Suzuki Alto,2014,148510,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Local,19,Walgama,Monday,Afternoon,0.5
485,Suzuki Alto,2022,22778,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Authorized,18,Akuressa,Sunday,Afternoon,2.0
486,Suzuki Alto,2021,49523,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,19,Maradana,Monday,Afternoon,0.6
487,Suzuki Alto,2020,190297,AC,Blower Fan Issue,Minor,Blower Motor,Order Required,Authorized,10,Kirinda Puhulwella,Friday,Evening,0.6
488,Suzuki Alto,2014,305676,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,1,Padukka,Friday,Afternoon,5.6
489,Suzuki Alto,2013,130301,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,Order Required,Local,6,Seethawaka,Sunday,Afternoon,16.1
490,Suzuki Alto,2013,346102,AC,Condenser Leak,Major,Condenser,Order Required,Local,9,Kotapola,Tuesday,Evening,9.7
491,Suzuki Alto,2012,107037,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,25,Malimbada,Saturday,Morning,0.9
492,Suzuki Alto,2015,68951,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,22,Ratmalana,Sunday,Evening,1.3
493,Suzuki Alto,2011,246444,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Authorized,19,Malimbada,Monday,Evening,9.6
494,Suzuki Alto,2019,20000,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Local,16,Slave Island,Thursday,Afternoon,13.9
495,Suzuki Alto,2017,124374,Transmission,Gear Shifting Hard,Major,Gear Cable/Oil,In Stock,Authorized,17,Meddawatta,Monday,Morning,8.0
496,Suzuki Alto,2015,131173,Electrical,Battery Drain,Minor,Battery,In Stock,Local,9,Paburana,Sunday,Afternoon,0.5
497,Suzuki Alto,2015,54114,Body,Paint Scratch,Moderate,Touch-up Paint,Order Required,Local,25,Malimbada,Monday,Evening,1.8
498,Suzuki Alto,2021,40166,Electrical,Starter Motor Fault,Moderate,Starter Motor,Order Required,Authorized,12,Malimbada,Sunday,Evening,2.3
499,Suzuki Alto,2012,181849,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Local,18,Hiththetiya,Thursday,Evening,12.1
500,Suzuki Alto,2011,367494,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,7,Nupe,Friday,Afternoon,54.4
501,Suzuki Alto,2020,164109,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Local,3,Mulatiyana,Saturday,Evening,0.6
502,Suzuki Alto,2014,58117,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,16,Kesbewa,Monday,Morning,0.5
503,Suzuki Alto,2015,154610,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),Order Required,Local,7,Meddawatta,Wednesday,Morning,0.8
504,Suzuki Alto,2017,122726,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,5,Nupe,Saturday,Evening,0.7
505,Suzuki Alto,2021,31653,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,Order Required,Authorized,10,Paburana,Monday,Morning,2.3
506,Suzuki Alto,2014,108934,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,2,Kesbewa,Sunday,Evening,3.0
507,Suzuki Alto,2020,133629,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,11,Akuressa,Friday,Morning,0.7
508,Suzuki Alto,2017,90388,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Authorized,20,Matara,Monday,Afternoon,29.5
509,Suzuki Alto,2019,59726,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Authorized,10,Gandara,Thursday,Morning,2.9
510,Suzuki Alto,2015,312768,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,18,Nupe,Thursday,Afternoon,42.3
511,Suzuki Alto,2018,283550,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,22,Modara,Saturday,Afternoon,0.5
512,Suzuki Alto,2016,24323,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,10,Ratmalana,Tuesday,Afternoon,3.8
513,Suzuki Alto,2011,126671,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,7,Kotapola,Saturday,Morning,0.0
514,Suzuki Alto,2018,67760,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,1,Kirinda Puhulwella,Friday,Afternoon,1.9
515,Suzuki Alto,2022,24754,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,18,Meddawatta,Saturday,Afternoon,4.3
516,Suzuki Alto,2018,177145,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,15,Matara,Thursday,Evening,4.9
517,Suzuki Alto,2015,78488,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,22,Bambalapitiya,Monday,Afternoon,0.7
518,Suzuki Alto,2019,63955,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Authorized,17,Ratmalana,Monday,Afternoon,2.3
519,Suzuki Alto,2016,127551,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,4,Meddawatta,Thursday,Morning,6.5
520,Suzuki Alto,2011,251107,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,2,Devinuwara,Wednesday,Morning,1.0
521,Suzuki Alto,2015,274305,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,13,Devinuwara,Wednesday,Evening,17.6
522,Suzuki Alto,2017,318986,Electrical,Battery Drain,Moderate,Battery,In Stock,Authorized,18,Pitabeddara,Sunday,Evening,0.5
523,Suzuki Alto,2015,59367,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,21,Athuraliya,Wednesday,Evening,5.1
524,Suzuki Alto,2015,154077,Engine,Radiator Cap Fault,Moderate,Radiator Cap,In Stock,Local,24,Kesbewa,Monday,Afternoon,0.5
525,Suzuki Alto,2020,57741,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,13,Weligama,Tuesday,Afternoon,3.2
526,Suzuki Alto,2020,16495,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,19,Nupe,Sunday,Evening,0.6
527,Suzuki Alto,2013,198096,Brake,Brake Shoe Wear,Minor,Brake Shoes,Order Required,Local,20,Kollupitiya,Saturday,Morning,0.8
528,Suzuki Alto,2015,119635,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,8,Padukka,Wednesday,Evening,44.6
529,Suzuki Alto,2013,106761,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Authorized,11,Thalalla,Sunday,Afternoon,50.5
530,Suzuki Alto,2021,15043,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,6,Paburana,Thursday,Morning,3.1
531,Suzuki Alto,2021,40941,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,Order Required,Authorized,6,Kotapola,Monday,Morning,1.8
532,Suzuki Alto,2011,266384,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Local,2,Pasgoda,Monday,Evening,2.0
533,Suzuki Alto,2017,241893,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,15,Seethawaka,Sunday,Afternoon,2.7
534,Suzuki Alto,2012,150476,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,7,Dehiwala,Sunday,Morning,1.5
535,Suzuki Alto,2021,43980,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Authorized,12,Dikwella,Thursday,Evening,5.7
536,Suzuki Alto,2011,229675,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,22,Kaduwela,Wednesday,Evening,1.6
537,Suzuki Alto,2017,100400,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,22,Paburana,Sunday,Evening,1.0
538,Suzuki Alto,2017,122526,Body,Door Rattle,Moderate,Door Panel Clips,Order Required,Authorized,20,Malimbada,Wednesday,Evening,1.1
539,Suzuki Alto,2020,47602,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Authorized,14,Athuraliya,Tuesday,Morning,1.7
540,Suzuki Alto,2013,393983,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,17,Pitabeddara,Saturday,Evening,0.5
541,Suzuki Alto,2022,49764,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,14,Pasgoda,Friday,Afternoon,0.5
542,Suzuki Alto,2022,27235,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Authorized,18,Kotapola,Sunday,Morning,2.7
543,Suzuki Alto,2015,46198,AC,Blower Fan Issue,Minor,Blower Motor,Order Required,Authorized,17,Gandara,Friday,Afternoon,0.5
544,Suzuki Alto,2021,24586,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,15,Hakmana,Sunday,Morning,0.5
545,Suzuki Alto,2017,95296,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,3,Kollupitiya,Saturday,Afternoon,3.4
546,Suzuki Alto,2021,45587,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,6,Athuraliya,Tuesday,Evening,0.6
547,Suzuki Alto,2012,211859,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,1,Seethawaka,Sunday,Morning,3.3
548,Suzuki Alto,2020,149085,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,3,Kirinda Puhulwella,Saturday,Evening,0.5
549,Suzuki Alto,2019,96719,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Authorized,20,Kaduwela,Thursday,Evening,0.9
550,Suzuki Alto,2017,83518,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Local,14,Borella,Friday,Morning,3.4
551,Suzuki Alto,2017,34125,Engine,Blown Head Gasket,Moderate,Head Gasket Set,In Stock,Local,4,Hiththetiya,Friday,Evening,20.6
552,Suzuki Alto,2012,198626,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,16,Havelock Town,Saturday,Morning,1.1
553,Suzuki Alto,2016,25693,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Local,3,Kirinda Puhulwella,Saturday,Evening,15.7
554,Suzuki Alto,2015,147825,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Authorized,17,Devinuwara,Saturday,Evening,0.6
555,Suzuki Alto,2011,245357,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,19,Thihagoda,Tuesday,Afternoon,15.2
556,Suzuki Alto,2021,34983,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,Order Required,Authorized,17,Mulatiyana,Sunday,Afternoon,1.9
